"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Influenza","Influenza activity","Intensity","-","2019-W31","NO","Norway",-,""
"Influenza","Influenza activity","Intensity","-","2019-W31","PL","Poland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W31","PT","Portugal",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W31","RO","Romania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W31","SE","Sweden",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W31","SI","Slovenia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W31","SK","Slovakia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W32","BE","Belgium",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W32","CZ","Czechia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W32","DE","Germany",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W32","DK","Denmark",-,""
"Influenza","Influenza activity","Intensity","-","2019-W32","EE","Estonia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W32","EL","Greece",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W32","FI","Finland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W32","HR","Croatia",-,""
"Influenza","Influenza activity","Intensity","-","2019-W32","IE","Ireland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W32","LT","Lithuania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W32","NL","Netherlands",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W32","NO","Norway",-,""
"Influenza","Influenza activity","Intensity","-","2019-W32","PL","Poland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W32","PT","Portugal",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W32","RO","Romania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W32","SE","Sweden",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W32","SI","Slovenia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W32","SK","Slovakia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W33","BE","Belgium",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W33","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W33","CZ","Czechia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W33","DE","Germany",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W33","DK","Denmark",-,""
"Influenza","Influenza activity","Intensity","-","2019-W33","EE","Estonia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W33","EL","Greece",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W33","FI","Finland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W33","HR","Croatia",-,""
"Influenza","Influenza activity","Intensity","-","2019-W33","IE","Ireland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W33","LT","Lithuania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W33","NL","Netherlands",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W33","NO","Norway",-,""
"Influenza","Influenza activity","Intensity","-","2019-W33","PL","Poland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W33","PT","Portugal",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W33","RO","Romania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W33","SE","Sweden",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W33","SI","Slovenia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W33","SK","Slovakia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W34","BE","Belgium",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W34","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W34","CZ","Czechia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W34","DE","Germany",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W34","DK","Denmark",-,""
"Influenza","Influenza activity","Intensity","-","2019-W34","EE","Estonia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W34","FI","Finland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W34","HR","Croatia",-,""
"Influenza","Influenza activity","Intensity","-","2019-W34","IE","Ireland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W34","LT","Lithuania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W34","NL","Netherlands",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W34","NO","Norway",-,""
"Influenza","Influenza activity","Intensity","-","2019-W34","PL","Poland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W34","PT","Portugal",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W34","RO","Romania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W34","SE","Sweden",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W34","SI","Slovenia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W34","SK","Slovakia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W35","BE","Belgium",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W35","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W35","CZ","Czechia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W35","DE","Germany",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W35","DK","Denmark",-,""
"Influenza","Influenza activity","Intensity","-","2019-W35","EE","Estonia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W35","EL","Greece",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W35","FI","Finland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W35","IE","Ireland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W35","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W35","NL","Netherlands",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W35","NO","Norway",-,""
"Influenza","Influenza activity","Intensity","-","2019-W35","PL","Poland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W35","PT","Portugal",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W35","RO","Romania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W35","SE","Sweden",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W35","SI","Slovenia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W35","SK","Slovakia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W36","BE","Belgium",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W36","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W36","CZ","Czechia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W36","DE","Germany",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W36","DK","Denmark",-,""
"Influenza","Influenza activity","Intensity","-","2019-W36","EE","Estonia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W36","EL","Greece",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W36","FI","Finland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W36","IE","Ireland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W36","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W36","NL","Netherlands",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W36","NO","Norway",-,""
"Influenza","Influenza activity","Intensity","-","2019-W36","PL","Poland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W36","PT","Portugal",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W36","RO","Romania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W36","SE","Sweden",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W36","SI","Slovenia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W36","SK","Slovakia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W37","BE","Belgium",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W37","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W37","CZ","Czechia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W37","DE","Germany",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W37","DK","Denmark",-,""
"Influenza","Influenza activity","Intensity","-","2019-W37","EE","Estonia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W37","EL","Greece",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W37","FI","Finland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W37","FR","France",-,""
"Influenza","Influenza activity","Intensity","-","2019-W37","IE","Ireland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W37","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W37","NL","Netherlands",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W37","NO","Norway",-,""
"Influenza","Influenza activity","Intensity","-","2019-W37","PL","Poland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W37","PT","Portugal",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W37","RO","Romania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W37","SE","Sweden",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W37","SI","Slovenia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W37","SK","Slovakia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W38","BE","Belgium",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W38","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W38","CZ","Czechia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W38","DE","Germany",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W38","DK","Denmark",-,""
"Influenza","Influenza activity","Intensity","-","2019-W38","EE","Estonia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W38","EL","Greece",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W38","FI","Finland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W38","FR","France",-,""
"Influenza","Influenza activity","Intensity","-","2019-W38","IE","Ireland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W38","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W38","NL","Netherlands",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W38","NO","Norway",-,""
"Influenza","Influenza activity","Intensity","-","2019-W38","PL","Poland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W38","PT","Portugal",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W38","RO","Romania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W38","SE","Sweden",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W38","SI","Slovenia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W38","SK","Slovakia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W39","BE","Belgium",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W39","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W39","CZ","Czechia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W39","DE","Germany",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W39","DK","Denmark",-,""
"Influenza","Influenza activity","Intensity","-","2019-W39","EE","Estonia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W39","EL","Greece",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W39","FI","Finland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W39","FR","France",-,""
"Influenza","Influenza activity","Intensity","-","2019-W39","IE","Ireland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W39","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W39","NL","Netherlands",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W39","NO","Norway",-,""
"Influenza","Influenza activity","Intensity","-","2019-W39","PL","Poland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W39","PT","Portugal",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W39","RO","Romania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W39","SE","Sweden",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W39","SI","Slovenia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W39","SK","Slovakia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W40","AT","Austria",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W40","BE","Belgium",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W40","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W40","CZ","Czechia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W40","DE","Germany",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W40","DK","Denmark",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W40","EE","Estonia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W40","EL","Greece",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W40","ES","Spain",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W40","FI","Finland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W40","FR","France",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W40","HR","Croatia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W40","HU","Hungary",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W40","IE","Ireland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W40","IS","Iceland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W40","LT","Lithuania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W40","LU","Luxembourg",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W40","LV","Latvia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W40","MT","Malta",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W40","NL","Netherlands",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W40","NO","Norway",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W40","PL","Poland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W40","PT","Portugal",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W40","RO","Romania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W40","SE","Sweden",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W40","SI","Slovenia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W40","SK","Slovakia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W41","AT","Austria",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W41","BE","Belgium",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W41","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W41","CZ","Czechia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W41","DE","Germany",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W41","DK","Denmark",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W41","EE","Estonia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W41","EL","Greece",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W41","ES","Spain",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W41","FI","Finland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W41","FR","France",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W41","HR","Croatia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W41","HU","Hungary",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W41","IE","Ireland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W41","IS","Iceland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W41","LT","Lithuania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W41","LU","Luxembourg",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W41","LV","Latvia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W41","MT","Malta",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W41","NL","Netherlands",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W41","NO","Norway",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W41","PL","Poland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W41","PT","Portugal",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W41","RO","Romania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W41","SE","Sweden",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W41","SI","Slovenia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W41","SK","Slovakia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","AT","Austria",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","BE","Belgium",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W42","CZ","Czechia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","DE","Germany",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","DK","Denmark",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","EE","Estonia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","EL","Greece",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","ES","Spain",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","FI","Finland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","FR","France",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","HR","Croatia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","HU","Hungary",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","IE","Ireland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","IS","Iceland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","IT","Italy",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","LT","Lithuania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","LU","Luxembourg",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","LV","Latvia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","MT","Malta",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","NL","Netherlands",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","NO","Norway",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","PL","Poland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","PT","Portugal",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","RO","Romania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","SE","Sweden",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","SI","Slovenia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W42","SK","Slovakia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W43","AT","Austria",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W43","BE","Belgium",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W43","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W43","CZ","Czechia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W43","DE","Germany",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W43","DK","Denmark",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W43","EE","Estonia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W43","EL","Greece",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W43","ES","Spain",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W43","FI","Finland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W43","FR","France",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W43","HR","Croatia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W43","HU","Hungary",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W43","IE","Ireland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W43","IT","Italy",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W43","LT","Lithuania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W43","LU","Luxembourg",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W43","LV","Latvia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W43","MT","Malta",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W43","NL","Netherlands",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W43","NO","Norway",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W43","PL","Poland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W43","PT","Portugal",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W43","RO","Romania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W43","SE","Sweden",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W43","SI","Slovenia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W43","SK","Slovakia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W44","AT","Austria",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","BE","Belgium",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","BG","Bulgaria",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","CZ","Czechia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","DE","Germany",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","DK","Denmark",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","EE","Estonia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","EL","Greece",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","ES","Spain",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","FI","Finland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","FR","France",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","HR","Croatia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","HU","Hungary",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","IE","Ireland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","IS","Iceland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","IT","Italy",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","LT","Lithuania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","LU","Luxembourg",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","LV","Latvia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","MT","Malta",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","NL","Netherlands",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","NO","Norway",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","PL","Poland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","PT","Portugal",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","RO","Romania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","SE","Sweden",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","SI","Slovenia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W44","SK","Slovakia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W45","AT","Austria",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W45","BE","Belgium",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W45","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W45","CZ","Czechia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W45","DE","Germany",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W45","DK","Denmark",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W45","EE","Estonia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W45","EL","Greece",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W45","ES","Spain",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W45","FI","Finland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W45","FR","France",1.000000000,"Baseline"
